customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
14795.0,6,166,131.45,4,4,4,444
14796.0,1131,1,7973.93,1,1,1,111
14798.0,12,52,173.74,3,4,4,344
14799.0,13,51,157.7,3,4,4,344
14800.0,383,47,4331.790000000001,2,1,1,211
14801.0,57,61,189.33999999999997,3,2,4,324
14803.0,44,162,845.5500000000001,4,2,2,422
14804.0,12,8,353.27,1,4,3,143
14805.0,46,15,546.4000000000001,1,2,3,123
14806.0,11,75,193.39,3,4,4,344
14808.0,231,39,2718.6000000000004,2,1,1,211
14810.0,254,40,2085.33,2,1,1,211
14813.0,29,369,152.87999999999997,4,3,4,434
14815.0,53,36,778.5,2,2,2,222
14816.0,4,197,271.84999999999997,4,4,4,444
14817.0,63,200,1110.3400000000001,4,2,2,422
14818.0,48,73,657.8,3,2,3,323
14819.0,13,64,272.07,3,4,4,344
14820.0,29,21,507.2900000000001,2,3,3,233
14821.0,2,366,48.80000000000001,4,4,4,444
14823.0,70,180,321.42999999999995,4,2,3,423
14824.0,29,10,1127.71,1,3,2,132
14825.0,120,3,2221.01,1,1,1,111
14828.0,17,196,2139.76,4,4,1,441
14829.0,42,29,697.5500000000001,2,2,2,222
14830.0,38,53,188.03,3,3,4,334
14834.0,67,17,1720.3000000000002,1,2,1,121
14836.0,6,10,102.44999999999999,1,4,4,144
14837.0,108,89,1649.4999999999995,3,1,1,311
14840.0,4,267,62.85,4,4,4,444
14841.0,138,53,3295.76,3,1,1,311
14842.0,145,43,2824.69,2,1,1,211
14844.0,130,63,3189.8100000000004,3,1,1,311
14847.0,13,148,309.40000000000003,4,4,3,443
14849.0,388,21,7930.540000000001,2,1,1,211
14850.0,21,311,325.75000000000006,4,3,3,433
14851.0,28,23,511.35,2,3,3,233
14852.0,143,58,2836.6900000000005,3,1,1,311
14853.0,9,24,475.79999999999995,2,4,3,243
14854.0,126,78,2740.0299999999997,3,1,1,311
14855.0,20,119,645.65,3,3,3,333
14856.0,65,36,1290.5300000000002,2,2,2,222
14857.0,60,59,1173.1200000000001,3,2,2,322
14859.0,58,12,1353.7400000000002,1,2,2,122
14860.0,11,19,170.32000000000002,2,4,4,244
14861.0,6,52,125.78999999999999,3,4,4,344
14862.0,48,25,841.2,2,2,2,222
14863.0,11,29,266.76,2,4,4,244
14865.0,4,7,52.199999999999996,1,4,4,144
14866.0,98,10,14353.4,1,2,1,121
14867.0,36,185,710.28,4,3,2,432
14868.0,144,3,2953.59,1,1,1,111
14869.0,70,8,721.4500000000003,1,2,2,122
14870.0,13,261,327.25000000000006,4,4,3,443
14871.0,93,3,501.2799999999999,1,2,3,123
14873.0,28,210,519.6799999999998,4,3,3,433
14875.0,47,107,1465.3200000000002,3,2,2,322
14878.0,122,12,1476.09,1,1,2,112
14880.0,46,77,690.5899999999999,3,2,2,322
14881.0,17,19,255.4,2,4,4,244
14882.0,11,26,589.7,2,4,3,243
14883.0,53,18,761.59,2,2,2,222
14885.0,15,131,765.32,3,4,2,342
14886.0,18,252,364.8,4,3,3,433
14887.0,6,79,1862.0,3,4,1,341
14888.0,20,207,369.2,4,3,3,433
14889.0,10,336,135.89999999999998,4,4,4,444
14890.0,7,253,125.65,4,4,4,444
14891.0,33,148,554.38,4,3,3,433
14893.0,73,9,1237.85,1,2,2,122
14894.0,23,85,655.75,3,3,3,333
14895.0,498,7,11138.710000000001,1,1,1,111
14896.0,43,204,468.77000000000004,4,2,3,423
14897.0,55,7,1366.38,1,2,2,122
14898.0,109,23,1269.3100000000002,2,1,2,212
14901.0,96,11,1421.2900000000002,1,2,2,122
14902.0,20,25,332.66,2,3,3,233
14903.0,350,21,2795.33,2,1,1,211
14904.0,69,2,1025.44,1,2,2,122
14905.0,17,157,616.15,4,4,3,443
14907.0,165,3,3501.1000000000004,1,1,1,111
14908.0,9,74,277.8,3,4,4,344
14910.0,30,2,434.34999999999997,1,3,3,133
14911.0,5670,1,140336.83000000002,1,1,1,111
14912.0,27,16,867.8499999999999,1,3,2,132
14913.0,87,35,1227.43,2,2,2,222
14915.0,12,91,307.48,3,4,3,343
14916.0,77,70,1268.98,3,2,2,322
14918.0,45,115,1610.1499999999999,3,2,2,322
14920.0,57,212,977.77,4,2,2,422
14921.0,78,30,1316.0700000000002,2,2,2,222
14923.0,44,50,749.1,2,2,2,222
14924.0,10,245,310.05,4,4,3,443
14929.0,11,32,223.88,2,4,4,244
14930.0,127,108,2362.9600000000005,3,1,1,311
14931.0,40,4,964.6800000000001,1,3,2,132
14932.0,17,365,363.53000000000003,4,4,3,443
14934.0,87,81,1890.9400000000003,3,2,1,321
14935.0,10,297,1784.71,4,4,1,441
14936.0,364,33,8137.02,2,1,1,211
14937.0,34,56,1621.88,3,3,2,332
14944.0,170,29,5900.25,2,1,1,211
14946.0,3,14,100.9,1,4,4,144
14947.0,14,72,290.82000000000005,3,4,4,344
14948.0,63,23,1101.9700000000003,2,2,2,222
14950.0,19,19,371.20000000000005,2,3,3,233
14951.0,20,79,311.69000000000005,3,3,3,333
14952.0,138,59,8099.49,3,1,1,311
14953.0,54,25,285.6699999999999,2,2,4,224
14954.0,77,12,294.84999999999997,1,2,4,124
14957.0,12,253,58.489999999999995,4,4,4,444
14958.0,41,147,483.72999999999996,4,3,3,433
14959.0,59,64,695.4200000000001,3,2,2,322
14960.0,27,8,221.27,1,3,4,134
14961.0,312,10,7044.68,1,1,1,111
14962.0,5,270,126.7,4,4,4,444
14963.0,192,9,1472.3400000000001,1,1,2,112
14964.0,13,247,206.20999999999998,4,4,4,444
14965.0,81,96,596.0899999999999,3,2,3,323
14966.0,36,14,183.02,1,3,4,134
14967.0,6,49,463.80000000000007,2,4,3,243
14968.0,37,30,147.59000000000003,2,3,4,234
14970.0,34,68,1592.06,3,3,2,332
14971.0,155,35,1097.98,2,1,2,212
14972.0,18,128,114.77000000000001,3,3,4,334
14973.0,32,107,1314.45,3,3,2,332
14974.0,17,37,89.94,2,4,4,244
14975.0,11,57,279.93999999999994,3,4,4,344
14976.0,70,57,774.8600000000001,3,2,2,322
14978.0,214,72,1921.3700000000003,3,1,1,311
14981.0,8,246,102.12,4,4,4,444
14984.0,39,19,202.36999999999998,2,3,4,234
14985.0,83,198,292.01,4,2,4,424
14987.0,4,15,326.4,1,4,3,143
14988.0,40,211,334.53999999999996,4,3,3,433
14995.0,60,38,231.98000000000002,2,2,4,224
14997.0,26,46,546.2,2,3,3,233
14998.0,74,170,414.87,4,2,3,423
15000.0,77,47,490.52,2,2,3,223
15002.0,115,115,1641.76,3,1,1,311
15004.0,153,147,1220.38,4,1,2,412
15005.0,1111,15,6293.67,1,1,1,111
15006.0,131,51,475.43,3,1,3,313
15007.0,12,159,156.91,4,4,4,444
15009.0,180,12,1259.43,1,1,2,112
15010.0,20,35,308.94000000000005,2,3,3,233
15012.0,122,53,405.04,3,1,3,313
15014.0,33,43,257.66999999999996,2,3,4,234
15016.0,20,172,170.03999999999996,4,3,4,434
15017.0,20,33,125.58000000000001,2,3,4,234
15018.0,31,38,496.21,2,3,3,233
15019.0,66,266,252.81,4,2,4,424
15021.0,444,8,1871.77,1,1,1,111
15022.0,121,11,852.39,1,1,2,112
15023.0,551,3,6701.51,1,1,1,111
15024.0,152,9,1636.43,1,1,1,111
15025.0,67,33,361.9599999999999,2,2,3,223
15026.0,60,80,464.19999999999993,3,2,3,323
15027.0,35,30,1066.15,2,3,2,232
15028.0,48,8,627.1300000000001,1,2,3,123
15030.0,7,71,518.28,3,4,3,343
15031.0,110,4,653.1900000000003,1,1,3,113
15032.0,52,256,4959.099999999999,4,2,1,421
15033.0,500,4,2553.8799999999997,1,1,1,111
15034.0,390,15,4274.16,1,1,1,111
15035.0,27,89,252.73000000000002,3,3,4,334
15036.0,119,72,429.56000000000006,3,1,3,313
15038.0,125,58,685.7400000000001,3,1,2,312
15039.0,1477,9,19766.59,1,1,1,111
15041.0,66,170,179.92999999999998,4,2,4,424
15042.0,5,199,135.93,4,4,4,444
15043.0,3,31,537.0,2,4,3,243
15044.0,444,19,7634.7300000000005,2,1,1,211
15045.0,12,151,735.66,4,4,2,442
15046.0,200,9,5071.469999999999,1,1,1,111
15047.0,22,269,343.62000000000006,4,3,3,433
15048.0,94,65,381.00000000000006,3,2,3,323
15049.0,3,273,121.17,4,4,4,444
15050.0,76,25,1737.6899999999998,2,2,1,221
15051.0,142,23,1383.36,2,1,2,212
15052.0,28,319,207.73000000000002,4,3,4,434
15053.0,69,4,693.95,1,2,2,122
15054.0,114,12,302.1,1,1,4,114
15057.0,25,275,1489.5,4,3,2,432
15058.0,266,25,2102.54,2,1,1,211
15059.0,237,40,1337.7200000000003,2,1,2,212
15060.0,114,8,293.00000000000006,1,1,4,114
15061.0,403,3,54534.14,1,1,1,111
15062.0,57,71,987.86,3,2,2,322
15063.0,5,213,370.8,4,4,3,443
15065.0,155,37,3158.13,2,1,1,211
15066.0,42,53,893.5899999999999,3,2,2,322
15067.0,82,78,1744.7600000000002,3,2,1,321
15068.0,104,46,553.36,2,1,3,213
15069.0,70,179,1109.5300000000002,4,2,2,422
15070.0,1,372,106.2,4,4,4,444
15071.0,26,93,982.07,3,3,2,332
15073.0,54,9,1043.4099999999999,1,2,2,122
15074.0,41,105,735.67,3,3,2,332
15075.0,27,77,773.0300000000001,3,3,2,332
15076.0,49,172,880.8500000000001,4,2,2,422
15078.0,440,7,9743.11,1,1,1,111
15079.0,47,212,895.6099999999999,4,2,2,422
15081.0,33,22,504.8,2,3,3,233
15083.0,5,256,88.19999999999999,4,4,4,444
15087.0,15,281,306.94000000000005,4,4,3,443
15088.0,57,21,1160.0700000000002,2,2,2,222
15089.0,145,10,2420.84,1,1,1,111
15090.0,23,308,381.31999999999994,4,3,3,433
15091.0,30,67,480.71000000000004,3,3,3,333
15092.0,26,215,457.81,4,3,3,433
15093.0,108,18,4597.02,2,1,1,211
15095.0,47,103,1370.6000000000004,3,2,2,322
15096.0,11,42,219.39000000000001,2,4,4,244
15097.0,25,4,248.07999999999998,1,3,4,134
15098.0,3,182,39916.5,4,4,1,441
15099.0,23,84,410.47999999999996,3,3,3,333
15100.0,3,333,876.0,4,4,2,442
15101.0,8,8,317.53000000000003,1,4,3,143
15103.0,35,31,703.36,2,3,2,232
15104.0,67,196,993.5400000000002,4,2,2,422
15105.0,101,18,2298.9300000000003,2,1,1,211
15106.0,100,17,1422.5200000000002,1,1,2,112
15107.0,17,311,319.5,4,4,3,443
15108.0,57,141,1159.25,3,2,2,322
15109.0,28,245,484.95,4,3,3,433
15110.0,35,23,996.1000000000001,2,3,2,232
15111.0,84,29,1567.4800000000005,2,2,2,222
15113.0,96,9,3509.04,1,2,1,121
15114.0,197,30,2760.5600000000004,2,1,1,211
15115.0,21,18,340.11,2,3,3,233
15116.0,45,17,1352.75,1,2,2,122
15117.0,79,14,1551.7800000000002,1,2,2,122
15118.0,1,134,244.8,3,4,4,344
15119.0,14,245,266.40000000000003,4,4,4,444
15120.0,21,133,358.81999999999994,3,3,3,333
15121.0,28,50,457.72,2,3,3,233
15122.0,82,114,1633.7800000000002,3,2,1,321
15123.0,106,7,2199.3100000000004,1,1,1,111
15124.0,15,22,184.18999999999997,2,4,4,244
15125.0,127,25,11528.48,2,1,1,211
15127.0,16,65,406.53,3,4,3,343
15128.0,102,60,1471.0,3,1,2,312
15129.0,84,50,3447.3999999999996,2,2,1,221
15130.0,22,169,330.11000000000007,4,3,3,433
15132.0,52,18,977.9300000000002,2,2,2,222
15133.0,29,127,982.42,3,3,2,332
15134.0,73,14,1387.99,1,2,2,122
15135.0,9,239,139.05,4,4,4,444
15136.0,68,2,1286.6999999999998,1,2,2,122
15139.0,13,239,178.96000000000004,4,4,4,444
15140.0,80,52,2354.25,3,2,1,321
15142.0,26,46,498.74,2,3,3,233
15143.0,14,225,259.45000000000005,4,4,4,444
15144.0,217,8,6580.4400000000005,1,1,1,111
15145.0,67,4,1194.73,1,2,2,122
15146.0,91,164,1327.1600000000003,4,2,2,422
15147.0,28,240,623.4999999999999,4,3,3,433
15148.0,20,10,301.29,1,3,4,134
15149.0,23,133,520.8,3,3,3,333
15150.0,341,17,5291.33,1,1,1,111
15152.0,271,9,4745.6900000000005,1,1,1,111
15153.0,22,31,329.24999999999994,2,3,3,233
15154.0,71,75,254.28000000000003,3,2,4,324
15156.0,55,1,961.49,1,2,2,122
15157.0,125,3,1936.07,1,1,1,111
15158.0,7,45,401.4000000000001,2,4,3,243
15159.0,710,1,18641.01,1,1,1,111
15160.0,4,357,158.16000000000003,4,4,4,444
15163.0,29,18,304.46999999999997,2,3,3,233
15164.0,101,68,824.5800000000002,3,1,2,312
15165.0,27,373,487.75,4,3,3,433
15167.0,39,320,158.79999999999998,4,3,4,434
15168.0,5,25,106.56,2,4,4,244
15171.0,5,331,1289.5,4,4,2,442
15172.0,110,8,1624.0500000000004,1,1,2,112
15174.0,11,322,135.75000000000003,4,4,4,444
15175.0,23,71,224.14000000000001,3,3,4,334
15178.0,3,260,40.5,4,4,4,444
15179.0,93,18,2206.9500000000003,2,2,1,221
15180.0,6,367,87.5,4,4,4,444
15181.0,16,66,689.48,3,4,2,342
15182.0,29,154,622.85,4,3,3,433
15184.0,62,29,402.2,2,2,3,223
15185.0,21,70,310.62,3,3,3,333
15186.0,19,14,411.41,1,3,3,133
15187.0,90,1,4762.18,1,2,1,121
15189.0,212,1,16225.39,1,1,1,111
15192.0,51,119,1044.32,3,2,2,322
15193.0,19,60,499.31999999999994,3,3,3,333
15194.0,310,3,7616.530000000001,1,1,1,111
15195.0,1,2,3861.0,1,4,1,141
15197.0,32,10,1079.6100000000001,1,3,2,132
15198.0,10,92,193.64000000000001,3,4,4,344
15199.0,13,59,1268.6999999999998,3,4,2,342
15201.0,69,87,1236.5399999999997,3,2,2,322
15203.0,142,25,1827.8000000000002,2,1,1,211
15204.0,9,357,316.58,4,4,3,443
15205.0,37,85,653.24,3,3,3,333
15206.0,9,10,420.3,1,4,3,143
15208.0,42,1,870.1200000000001,1,2,2,122
15210.0,20,225,331.18,4,3,3,433
15211.0,52,60,894.4100000000001,3,2,2,322
15212.0,5,241,101.8,4,4,4,444
15213.0,24,318,328.35,4,3,3,433
15214.0,110,1,1661.4400000000003,1,1,1,111
15215.0,35,46,734.94,2,3,2,232
15216.0,2,87,96.6,3,4,4,344
15218.0,166,10,5756.89,1,1,1,111
15219.0,9,176,305.75000000000006,4,4,3,443
15220.0,117,51,1778.9600000000005,3,1,1,311
15221.0,5,366,403.25000000000006,4,4,3,443
15222.0,5,318,585.0,4,4,3,443
15223.0,20,225,755.75,4,3,2,432
15224.0,14,358,322.08,4,4,3,443
15225.0,23,234,409.4,4,3,3,433
15226.0,8,310,154.41000000000003,4,4,4,444
15227.0,58,36,1219.4,2,2,2,222
15228.0,125,66,3386.710000000001,3,1,1,311
15230.0,23,239,429.6,4,3,3,433
15232.0,31,113,612.06,3,3,3,333
15234.0,14,276,197.00000000000006,4,4,4,444
15235.0,143,217,2247.5100000000007,4,1,1,411
15236.0,15,298,321.05,4,4,3,443
15237.0,99,1,1412.3200000000004,1,1,2,112
15238.0,50,29,1071.9900000000002,2,2,2,222
15239.0,49,10,780.59,1,2,2,122
15240.0,78,44,1706.5700000000002,2,2,1,221
15241.0,110,66,1756.44,3,1,1,311
15243.0,22,74,316.68000000000006,3,3,3,333
15244.0,34,65,631.57,3,3,3,333
15245.0,89,134,2515.84,3,2,1,321
15246.0,33,238,514.15,4,3,3,433
15247.0,6,122,355.99999999999994,3,4,3,343
15249.0,350,31,6688.460000000001,2,1,1,211
15251.0,111,9,10484.989999999996,1,1,1,111
15252.0,44,36,740.78,2,2,2,222
15253.0,53,16,918.2,1,2,2,122
15254.0,18,127,300.36,3,3,4,334
15255.0,47,66,890.8499999999999,3,2,2,322
15256.0,6,148,98.45,4,4,4,444
15257.0,7,283,317.15,4,4,3,443
15258.0,34,168,623.16,4,3,3,433
15260.0,77,100,1810.7700000000007,3,2,1,321
15261.0,19,135,254.82,3,3,4,334
15262.0,10,323,178.95000000000002,4,4,4,444
15263.0,12,106,156.51000000000002,3,4,4,344
15264.0,23,64,393.74000000000007,3,3,3,333
15265.0,82,151,1506.1200000000001,4,2,2,422
15266.0,6,338,119.30000000000001,4,4,4,444
15267.0,11,22,1717.36,2,4,1,241
15269.0,2,23,408.8,2,4,3,243
15270.0,41,15,2379.49,1,3,1,131
15271.0,264,7,2493.3399999999997,1,1,1,111
15272.0,63,57,721.9400000000003,3,2,2,322
15274.0,47,4,716.57,1,2,2,122
15275.0,41,37,615.14,2,3,3,233
15276.0,49,66,128.63,3,2,4,324
15277.0,12,46,255.9,2,4,4,244
15279.0,19,354,290.51,4,3,4,434
15280.0,16,172,113.12,4,4,4,444
15281.0,139,58,2332.15,3,1,1,311
15286.0,3,49,240.55,2,4,4,244
15287.0,20,22,486.6900000000001,2,3,3,233
15288.0,88,43,2306.52,2,2,1,221
15289.0,58,29,939.78,2,2,2,222
15290.0,204,4,7943.219999999999,1,1,1,111
15291.0,102,25,4623.299999999998,2,1,1,211
15292.0,24,201,178.39,4,3,4,434
15296.0,194,50,3672.8600000000006,2,1,1,211
15297.0,39,10,641.9399999999998,1,3,3,133
15298.0,192,2,4799.9,1,1,1,111
15299.0,6,67,3907.0099999999998,3,4,1,341
15300.0,28,64,496.44,3,3,3,333
15301.0,242,50,5049.950000000001,2,1,1,211
15303.0,31,290,574.0200000000001,4,3,3,433
15304.0,23,60,694.4,3,3,2,332
15306.0,58,64,1174.3500000000004,3,2,2,322
15307.0,12,95,205.30000000000004,3,4,4,344
15308.0,19,274,310.46999999999997,4,3,3,433
15311.0,2366,0,60632.75,1,1,1,111
15312.0,47,75,924.85,3,2,2,322
15313.0,1,110,52.0,3,4,4,344
15314.0,24,199,327.97,4,3,3,433
15315.0,37,64,570.4999999999999,3,3,3,333
15316.0,1,326,165.0,4,4,4,444
15318.0,33,3,312.62,1,3,3,133
15319.0,16,283,204.5,4,4,4,444
15320.0,36,44,267.13,2,3,4,234
15321.0,95,70,2748.31,3,2,1,321
15322.0,42,85,679.6799999999998,3,2,2,322
15325.0,48,103,161.74,3,2,4,324
15326.0,29,333,311.71000000000004,4,3,3,433
15327.0,10,52,208.74999999999997,3,4,4,344
15329.0,57,39,1049.7,2,2,2,222
15330.0,13,32,714.9599999999999,2,4,2,242
15332.0,35,366,1661.06,4,3,1,431
15333.0,16,208,1028.56,4,4,2,442
15334.0,97,156,347.87,4,2,3,423
15335.0,35,53,170.22000000000003,3,3,4,334
15339.0,86,66,574.07,3,2,3,323
15341.0,17,80,2020.52,3,4,1,341
15342.0,24,129,406.09000000000003,3,3,3,333
15343.0,21,87,364.4999999999999,3,3,3,333
15344.0,26,0,563.94,1,3,3,133
15345.0,20,45,393.54,2,3,3,233
15346.0,17,332,252.42000000000002,4,4,4,444
15347.0,5,366,201.60000000000005,4,4,4,444
15348.0,9,72,158.04,3,4,4,344
15349.0,71,158,463.90999999999997,4,2,3,423
15350.0,5,373,115.65000000000002,4,4,4,444
15351.0,219,12,1934.6599999999999,1,1,1,111
15353.0,61,254,770.1200000000002,4,2,2,422
15355.0,14,29,277.05,2,4,4,244
15356.0,499,31,2718.0299999999997,2,1,1,211
15358.0,551,4,8347.2,1,1,1,111
15360.0,13,39,427.93,2,4,3,243
15361.0,7,361,418.92,4,4,3,443
15363.0,16,372,326.00000000000006,4,4,3,443
15364.0,29,95,913.19,3,3,2,332
15365.0,114,25,2314.3199999999997,2,1,1,211
15366.0,44,75,602.51,3,2,3,323
15367.0,95,57,1877.5900000000004,3,2,1,321
15368.0,4,21,446.94000000000005,2,4,3,243
15370.0,94,40,2386.05,2,2,1,221
15372.0,27,137,2007.4000000000003,3,3,1,331
15373.0,132,8,2415.91,1,1,1,111
15374.0,3,128,168.0,3,4,4,344
15376.0,116,40,1221.5600000000002,2,1,2,212
15379.0,194,169,3703.2900000000004,4,1,1,411
15380.0,36,8,1690.2600000000002,1,3,1,131
15381.0,8,213,596.85,4,4,3,443
15382.0,302,14,5955.710000000001,1,1,1,111
15384.0,41,169,642.4100000000001,4,3,3,433
15385.0,12,40,316.8800000000001,2,4,3,243
15386.0,31,186,394.14000000000004,4,3,3,433
15388.0,10,270,140.54,4,4,4,444
15389.0,1,172,500.0,4,4,3,443
15392.0,84,4,1535.53,1,2,2,122
15393.0,12,16,231.86000000000007,1,4,4,144
15394.0,85,9,2183.540000000001,1,2,1,121
15395.0,7,325,107.44999999999999,4,4,4,444
15396.0,14,112,288.18,3,4,4,344
15397.0,6,289,94.0,4,4,4,444
15398.0,73,16,1345.5300000000002,1,2,2,122
15399.0,50,1,815.77,1,2,2,122
15400.0,12,92,716.2000000000002,3,4,2,342
15402.0,41,148,626.3500000000001,4,3,3,433
15405.0,8,189,349.1,4,4,3,443
15406.0,53,31,510.71000000000004,2,2,3,223
15407.0,148,33,1046.74,2,1,2,212
15408.0,34,264,267.17999999999995,4,3,4,434
15410.0,122,84,3450.8400000000006,3,1,1,311
15411.0,98,26,1348.93,2,2,2,222
15412.0,10,171,190.52999999999997,4,4,4,444
15414.0,39,9,774.9000000000002,1,3,2,132
15415.0,47,313,559.6100000000001,4,2,3,423
15416.0,192,64,3984.32,3,1,1,311
15417.0,28,85,508.80000000000007,3,3,3,333
15419.0,8,24,135.85999999999999,2,4,4,244
15421.0,53,58,950.3599999999999,3,2,2,322
15422.0,6,323,97.7,4,4,4,444
15423.0,2,38,43.5,2,4,4,244
15424.0,17,254,383.34,4,4,3,443
15426.0,275,19,1404.0700000000002,2,1,2,212
15427.0,292,33,1430.54,2,1,2,212
15428.0,6,15,93.78,1,4,4,144
15429.0,82,26,397.35,2,2,3,223
15432.0,10,23,171.19000000000003,2,4,4,244
15433.0,41,213,533.3,4,3,3,433
15434.0,55,8,1041.48,1,2,2,122
15435.0,29,22,149.29,2,3,4,234
15436.0,291,12,1067.75,1,1,2,112
15437.0,45,262,200.15999999999997,4,2,4,424
15438.0,25,131,156.57999999999998,3,3,4,334
15440.0,62,54,383.67999999999995,3,2,3,323
15442.0,2,248,594.0,4,4,3,443
15443.0,372,1,3213.59,1,1,1,111
15444.0,214,9,1411.2100000000003,1,1,2,112
15445.0,5,264,113.5,4,4,4,444
15447.0,9,330,155.17000000000002,4,4,4,444
15448.0,28,312,494.63999999999993,4,3,3,433
15449.0,60,26,974.52,2,2,2,222
15450.0,30,30,429.84000000000003,2,3,3,233
15452.0,56,29,528.48,2,2,3,223
15453.0,279,1,1371.77,1,1,2,112
15454.0,25,362,179.1,4,3,4,434
15456.0,58,283,434.59000000000003,4,2,3,423
15457.0,58,262,237.07,4,2,4,424
15458.0,7,25,161.64000000000001,2,4,4,244
15460.0,56,354,214.26,4,2,4,424
15462.0,11,94,234.6,3,4,4,344
15463.0,7,29,126.14000000000001,2,4,4,244
15464.0,155,338,1044.65,4,1,2,412
15465.0,97,19,7354.619999999999,2,2,1,221
15466.0,57,85,334.53,3,2,3,323
15467.0,52,9,524.88,1,2,3,123
15468.0,24,51,467.51,3,3,3,333
15469.0,24,50,538.55,2,3,3,233
15471.0,73,2,454.48,1,2,3,123
15472.0,76,113,371.5599999999999,3,2,3,323
15473.0,11,14,1771.2,1,4,1,141
15475.0,29,77,454.11,3,3,3,333
15478.0,44,40,1399.92,2,2,2,222
15480.0,45,116,905.4999999999999,3,2,2,322
15482.0,96,15,10839.76,1,2,1,121
15483.0,84,161,225.26000000000002,4,2,4,424
15484.0,187,1,3590.41,1,1,1,111
15485.0,85,30,2564.5000000000005,2,2,1,221
15488.0,2,92,91.32000000000002,3,4,4,344
15489.0,50,22,1134.2800000000002,2,2,2,222
15491.0,154,95,3100.09,3,1,1,311
15492.0,35,28,659.46,2,3,3,233
15493.0,289,32,1953.41,2,1,1,211
15494.0,122,21,1280.58,2,1,2,212
15497.0,15,17,1262.2000000000003,1,4,2,142
15498.0,512,2,13316.400000000001,1,1,1,111
15500.0,68,8,1131.5600000000004,1,2,2,122
15502.0,209,15,6923.98,1,1,1,111
15503.0,66,362,141.04,4,2,4,424
15504.0,13,81,52.830000000000005,3,4,4,344
15505.0,97,52,3610.9600000000005,3,2,1,321
15506.0,161,22,972.0799999999999,2,1,2,212
15507.0,45,171,475.8599999999999,4,2,3,423
15508.0,92,189,1000.2700000000002,4,2,2,422
15510.0,1,330,250.0,4,4,4,444
15511.0,158,11,900.53,1,1,2,112
15512.0,7,155,121.0,4,4,4,444
15513.0,308,33,14758.22,2,1,1,211
15514.0,166,12,4023.72,1,1,1,111
15516.0,15,44,62.42999999999999,2,4,4,244
15517.0,27,233,267.03,4,3,4,434
15518.0,210,64,1921.5500000000002,3,1,1,311
15520.0,18,1,343.5,1,3,3,133
15521.0,185,40,3000.2,2,1,1,211
15522.0,56,32,397.99,2,2,3,223
15523.0,10,84,412.01,3,4,3,343
15524.0,1,24,440.0,2,4,3,243
15525.0,155,2,731.87,1,1,2,112
15526.0,4,33,148.44000000000003,2,4,4,244
15527.0,162,18,2428.53,2,1,1,211
15528.0,26,254,229.32999999999998,4,3,4,434
15529.0,661,22,3960.0500000000006,2,1,1,211
15530.0,107,21,1497.3100000000002,2,1,2,212
15531.0,219,8,1972.39,1,1,1,111
15532.0,250,25,1554.8300000000002,2,1,2,212
15533.0,83,19,807.57,2,2,2,222
15535.0,72,173,502.9000000000001,4,2,3,423
15537.0,24,163,110.92,4,3,4,434
15539.0,41,7,538.46,1,3,3,133
15540.0,15,11,213.3,1,4,4,144
15541.0,29,114,85.13,3,3,4,334
15543.0,28,288,127.86,4,3,4,434
15544.0,259,9,3546.71,1,1,1,111
15545.0,80,54,288.96999999999997,3,2,4,324
15547.0,695,7,4910.6,1,1,1,111
15549.0,113,77,1677.71,3,1,1,311
15550.0,61,4,575.6300000000001,1,2,3,123
15551.0,29,36,436.0599999999999,2,3,3,233
15552.0,17,217,90.12,4,4,4,444
15553.0,55,60,428.92999999999995,3,2,3,323
15554.0,14,277,217.20000000000002,4,4,4,444
15555.0,885,12,4791.87,1,1,1,111
15556.0,31,24,279.77,2,3,4,234
15557.0,19,28,468.9100000000001,2,3,3,233
15561.0,27,11,800.59,1,3,2,132
15562.0,1,351,134.55,4,4,4,444
15563.0,111,22,1361.4399999999998,2,1,2,212
15565.0,8,50,173.16000000000003,2,4,4,244
15567.0,7,18,186.01000000000002,2,4,4,244
15568.0,53,2,758.2900000000001,1,2,2,122
15569.0,31,103,1375.71,3,3,2,332
15570.0,319,7,4148.820000000001,1,1,1,111
15571.0,57,11,650.43,1,2,3,123
15572.0,212,4,2533.42,1,1,1,111
15573.0,96,31,583.24,2,2,3,223
15574.0,152,177,675.64,4,1,2,412
15576.0,43,37,921.3700000000001,2,2,2,222
15577.0,39,151,258.87999999999994,4,3,4,434
15578.0,13,162,127.1,4,4,4,444
15579.0,48,68,327.6,3,2,3,323
15581.0,143,156,717.43,4,1,2,412
15582.0,44,24,682.9100000000001,2,2,2,222
15584.0,122,23,720.8600000000001,2,1,2,212
15585.0,31,176,455.30000000000007,4,3,3,433
15587.0,9,50,913.68,2,4,2,242
15589.0,29,255,478.53,4,3,3,433
15592.0,24,46,388.58,2,3,3,233
15593.0,5,70,199.8,3,4,4,344
15594.0,103,15,1771.7800000000002,1,1,1,111
15596.0,77,100,1406.5900000000004,3,2,2,322
15597.0,22,35,324.57000000000005,2,3,3,233
15598.0,14,53,240.68000000000006,3,4,4,344
15599.0,52,26,761.74,2,2,2,222
15601.0,410,11,6776.56,1,1,1,111
15602.0,47,8,1297.8700000000001,1,2,2,122
15603.0,2,78,48.480000000000004,3,4,4,344
15604.0,17,52,216.39,3,4,4,344
15605.0,67,36,1198.23,2,2,2,222
15606.0,77,61,2920.16,3,2,1,321
